,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
3240,3,2,3,80,10,2,1,1,55,5,0,3,175,4,0,1,9,9,2,1,0,0,0,1,0
3241,3,2,3,80,10,5,1,1,55,5,0,3,175,4,0,1,9,9,2,1,1,0,0,1,0
3242,3,2,3,80,16,4,1,1,55,5,0,3,175,4,0,1,9,9,2,1,0,0,0,1,1
3243,3,2,3,80,16,2,24,1,55,5,0,3,175,4,0,1,9,9,2,1,1,0,0,1,0
3244,2,4,3,55,16,2,24,1,55,5,0,3,175,4,0,1,9,9,2,1,0,0,1,0,0
3245,2,4,3,55,16,1,24,1,55,5,0,3,175,4,0,1,9,9,2,1,1,0,0,1,1
3246,2,4,3,80,16,5,1,1,55,5,0,3,175,4,0,1,9,9,2,1,0,0,0,1,1
3247,1,4,3,55,7,5,1,1,55,5,0,3,175,4,0,1,9,9,2,1,1,1,0,1,1
3248,1,4,3,55,7,2,24,1,55,5,0,3,175,4,0,1,9,9,2,1,1,1,0,1,0
3249,1,4,3,80,7,1,24,1,55,5,0,3,175,4,0,1,9,9,2,1,1,0,0,1,1
3250,1,4,3,80,7,3,1,1,55,5,0,3,175,4,0,1,9,9,2,1,0,0,1,0,1
3251,1,4,3,55,7,4,24,1,55,5,0,3,175,4,0,1,9,9,2,1,0,0,0,1,1
3252,1,4,3,55,7,5,1,1,55,5,0,3,175,4,0,1,9,9,2,1,1,0,0,1,0
3253,3,4,3,55,14,4,24,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3254,3,3,3,80,10,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3255,3,3,3,80,10,3,1,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,0
3256,3,3,3,80,14,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,1
3257,3,3,3,80,14,5,24,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,0
3258,3,3,3,80,16,4,1,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,0
3259,3,3,3,55,14,3,24,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,0
3260,3,2,3,80,10,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3261,3,2,3,80,10,1,24,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3262,3,2,3,80,10,2,1,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,0
3263,3,2,3,80,10,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,1
3264,3,2,3,80,16,4,1,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3265,3,2,3,80,16,2,24,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,1
3266,2,4,3,55,16,2,24,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,1,0,1
3267,2,4,3,55,16,1,24,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,1
3268,2,4,3,80,16,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3269,1,4,3,55,7,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,1,1,0,1,1
3270,1,4,3,55,7,2,24,2,46,5,0,3,564,3,1,6,2,2,1,1,1,1,0,1,0
3271,1,4,3,80,7,1,24,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,1
3272,1,4,3,80,7,3,1,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,1,0,1
3273,1,4,3,55,7,4,24,2,46,5,0,3,564,3,1,6,2,2,1,1,0,0,0,1,1
3274,1,4,3,55,7,5,1,2,46,5,0,3,564,3,1,6,2,2,1,1,1,0,0,1,0
3275,3,4,3,55,14,4,24,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3276,3,3,3,80,10,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,0
3277,3,3,3,80,10,2,24,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3278,3,3,3,80,10,3,1,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3279,3,3,3,80,14,5,24,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3280,3,3,3,80,14,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3281,3,3,3,80,14,5,24,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,0
3282,3,3,3,80,14,4,24,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3283,3,3,3,80,16,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3284,3,3,3,80,16,4,1,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3285,3,3,3,55,14,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3286,3,3,3,55,14,3,24,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3287,3,4,3,55,10,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3288,2,4,3,55,16,2,24,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,1,0,1
3289,2,4,3,55,16,1,24,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3290,2,4,3,80,16,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,0
3291,1,4,3,55,7,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,1,1,0,1,0
3292,1,4,3,55,7,2,24,1,26,4,0,4,617,4,6,1,2,6,2,1,1,1,0,1,1
3293,1,4,3,80,7,1,24,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3294,1,4,3,80,7,3,1,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,1,0,1
3295,1,4,3,55,7,4,24,1,26,4,0,4,617,4,6,1,2,6,2,1,0,0,0,1,1
3296,1,4,3,55,7,5,1,1,26,4,0,4,617,4,6,1,2,6,2,1,1,0,0,1,1
3297,3,4,3,55,14,4,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,1
3298,3,3,3,80,10,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,1
3299,3,3,3,80,10,2,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,1
3300,3,3,3,80,10,3,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3301,3,3,3,80,14,5,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,1
3302,3,3,3,80,14,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3303,3,3,3,80,14,5,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3304,3,3,3,80,14,4,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3305,3,3,3,80,16,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,1
3306,3,3,3,80,16,4,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3307,3,3,3,55,14,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,0
3308,3,3,3,55,14,3,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3309,3,4,3,55,10,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,0
3310,2,4,3,55,16,2,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,1,0,1
3311,2,4,3,55,16,1,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,1
3312,2,4,3,80,16,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,0
3313,1,4,3,55,7,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,1,0,1,0
3314,1,4,3,55,7,2,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,1,0,1,0
3315,1,4,3,80,7,1,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,0
3316,1,4,3,80,7,3,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,1,0,0
3317,1,4,3,55,7,4,24,2,16,4,0,3,1497,9,0,2,6,6,2,1,0,0,0,1,1
3318,1,4,3,55,7,5,1,2,16,4,0,3,1497,9,0,2,6,6,2,1,1,0,0,1,0
3319,3,4,3,55,14,4,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,0,1,1
3320,3,3,3,80,10,5,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,0,1,0
3321,3,3,3,80,10,3,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3322,3,3,3,80,14,5,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,0
3323,3,3,3,80,14,5,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,0
3324,3,3,3,80,16,4,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3325,3,3,3,55,14,3,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3326,3,1,3,80,10,4,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3327,3,1,3,80,10,3,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3328,3,1,3,80,10,2,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,0
3329,3,1,3,80,14,4,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,0,1,1
3330,3,1,3,55,14,4,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3331,3,1,3,55,16,5,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,0
3332,2,4,3,55,16,2,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,1,0,0
3333,2,4,3,55,16,1,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,1
3334,2,4,3,80,16,5,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,0,1,0
3335,1,4,3,55,7,5,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,1,0,1,1
3336,1,4,3,55,7,2,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,1,0,1,0
3337,1,4,3,80,7,1,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,0
3338,1,4,3,80,7,3,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,1,0,1
3339,1,4,3,55,7,4,24,2,41,5,1,3,1814,3,0,0,6,2,1,1,0,0,0,1,1
3340,1,4,3,55,7,5,1,2,41,5,1,3,1814,3,0,0,6,2,1,1,1,0,0,1,0
3341,3,4,3,55,14,4,24,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,0,1,1
3342,3,3,3,80,10,5,1,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,0,1,1
3343,3,3,3,80,10,3,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3344,3,3,3,80,14,5,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3345,3,3,3,80,14,5,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3346,3,3,3,80,16,4,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3347,3,3,3,55,14,3,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3348,3,1,3,80,10,4,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3349,3,1,3,80,10,3,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3350,3,1,3,80,10,2,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,0
3351,3,1,3,80,14,4,24,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,0,1,1
3352,3,1,3,55,14,4,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3353,3,1,3,55,16,5,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,0
3354,2,4,3,55,16,2,24,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,1,0,1
3355,2,4,3,55,16,1,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,1
3356,2,4,3,80,16,5,1,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,0,1,0
3357,1,4,3,55,7,5,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,1,0,1,0
3358,1,4,3,55,7,2,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,1,0,1,0
3359,1,4,3,80,7,1,24,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,0
3360,1,4,3,80,7,3,1,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,1,0,1
3361,1,4,3,55,7,4,24,2,41,2,1,3,175,3,1,1,6,2,1,1,0,0,0,1,1
3362,1,4,3,55,7,5,1,2,41,2,1,3,175,3,1,1,6,2,1,1,1,0,0,1,0
3363,3,4,3,55,14,4,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3364,3,3,3,80,10,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3365,3,3,3,80,10,2,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3366,3,3,3,80,10,3,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,1
3367,3,3,3,80,14,5,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3368,3,3,3,80,14,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,0
3369,3,3,3,80,14,5,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,1
3370,3,3,3,80,14,4,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,1
3371,3,3,3,80,16,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3372,3,3,3,80,16,4,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,1
3373,3,3,3,55,14,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3374,3,3,3,55,14,3,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,1
3375,3,4,3,55,10,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3376,2,4,3,55,16,2,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,1,0,1
3377,2,4,3,55,16,1,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,0
3378,2,4,3,80,16,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3379,1,4,3,55,7,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,1,0,1,1
3380,1,4,3,55,7,2,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,1,0,1,1
3381,1,4,3,80,7,1,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,0
3382,1,4,3,80,7,3,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,1,0,0
3383,1,4,3,55,7,4,24,2,21,4,0,3,1497,1,9,6,6,6,2,1,0,0,0,1,1
3384,1,4,3,55,7,5,1,2,21,4,0,3,1497,1,9,6,6,6,2,1,1,0,0,1,0
3385,3,4,3,55,14,4,24,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,1
3386,3,3,3,80,10,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,1
3387,3,3,3,80,10,3,1,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,0
3388,3,3,3,80,14,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3389,3,3,3,80,14,5,24,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3390,3,3,3,80,16,4,1,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3391,3,3,3,55,14,3,24,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3392,3,2,3,80,10,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,1
3393,3,2,3,80,10,1,24,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,1
3394,3,2,3,80,10,2,1,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,0
3395,3,2,3,80,10,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3396,3,2,3,80,16,4,1,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,1
3397,3,2,3,80,16,2,24,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3398,2,4,3,55,16,2,24,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,1,0,1
3399,2,4,3,55,16,1,24,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3400,2,4,3,80,16,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,0
3401,1,4,3,55,7,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,1,1,0,1,1
3402,1,4,3,55,7,2,24,1,41,5,0,6,772,9,1,6,9,9,2,1,1,1,0,1,1
3403,1,4,3,80,7,1,24,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,1
3404,1,4,3,80,7,3,1,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,1,0,1
3405,1,4,3,55,7,4,24,1,41,5,0,6,772,9,1,6,9,9,2,1,0,0,0,1,1
3406,1,4,3,55,7,5,1,1,41,5,0,6,772,9,1,6,9,9,2,1,1,0,0,1,0
3407,3,4,3,55,14,4,24,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,1
3408,3,3,3,80,10,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,0
3409,3,3,3,80,10,2,24,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,0
3410,3,3,3,80,10,3,1,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3411,3,3,3,80,14,5,24,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,1
3412,3,3,3,80,14,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3413,3,3,3,80,14,5,24,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3414,3,3,3,80,14,4,24,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3415,3,3,3,80,16,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,0
3416,3,3,3,80,16,4,1,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,1
3417,3,3,3,55,14,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,0
3418,3,3,3,55,14,3,24,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,1
3419,3,4,3,55,10,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,0
3420,2,4,3,55,16,2,24,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,1,0,0
3421,2,4,3,55,16,1,24,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3422,2,4,3,80,16,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,0
3423,1,4,3,55,7,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,1,1,0,1,0
3424,1,4,3,55,7,2,24,2,26,4,0,5,473,8,0,1,1,2,1,1,1,1,0,1,0
3425,1,4,3,80,7,1,24,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3426,1,4,3,80,7,3,1,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,1,0,1
3427,1,4,3,55,7,4,24,2,26,4,0,5,473,8,0,1,1,2,1,1,0,0,0,1,1
3428,1,4,3,55,7,5,1,2,26,4,0,5,473,8,0,1,1,2,1,1,1,0,0,1,0
3429,3,4,3,55,14,4,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3430,3,3,3,80,10,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3431,3,3,3,80,10,2,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3432,3,3,3,80,10,3,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3433,3,3,3,80,14,5,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3434,3,3,3,80,14,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3435,3,3,3,80,14,5,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3436,3,3,3,80,14,4,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3437,3,3,3,80,16,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3438,3,3,3,80,16,4,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3439,3,3,3,55,14,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3440,3,3,3,55,14,3,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3441,3,4,3,55,10,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3442,2,4,3,55,16,2,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,1,0,1
3443,2,4,3,55,16,1,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3444,2,4,3,80,16,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3445,1,4,3,55,7,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,1,0,1,1
3446,1,4,3,55,7,2,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,1,0,1,1
3447,1,4,3,80,7,1,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,1
3448,1,4,3,80,7,3,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,1,0,1
3449,1,4,3,55,7,4,24,1,21,4,0,5,1497,6,6,6,2,2,1,1,0,0,0,1,1
3450,1,4,3,55,7,5,1,1,21,4,0,5,1497,6,6,6,2,2,1,1,1,0,0,1,0
3451,3,4,3,55,14,4,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,0,1,1
3452,3,3,3,80,10,5,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,0,1,1
3453,3,3,3,80,10,3,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3454,3,3,3,80,14,5,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3455,3,3,3,80,14,5,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3456,3,3,3,80,16,4,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3457,3,3,3,55,14,3,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3458,3,1,3,80,10,4,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3459,3,1,3,80,10,3,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3460,3,1,3,80,10,2,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,0
3461,3,1,3,80,14,4,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,0,1,1
3462,3,1,3,55,14,4,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3463,3,1,3,55,16,5,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3464,2,4,3,55,16,2,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,1,0,1
3465,2,4,3,55,16,1,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3466,2,4,3,80,16,5,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,0,1,1
3467,1,4,3,55,7,5,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,1,0,1,0
3468,1,4,3,55,7,2,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,1,0,1,0
3469,1,4,3,80,7,1,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3470,1,4,3,80,7,3,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,1,0,0
3471,1,4,3,55,7,4,24,2,31,5,1,5,1072,2,1,2,2,2,1,1,0,0,0,1,1
3472,1,4,3,55,7,5,1,2,31,5,1,5,1072,2,1,2,2,2,1,1,1,0,0,1,1
3473,3,4,3,55,14,4,24,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3474,3,3,3,80,10,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3475,3,3,3,80,10,3,1,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,0
3476,3,3,3,80,14,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,0
3477,3,3,3,80,14,5,24,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,0
3478,3,3,3,80,16,4,1,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,1
3479,3,3,3,55,14,3,24,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,1
3480,3,2,3,80,10,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3481,3,2,3,80,10,1,24,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3482,3,2,3,80,10,2,1,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,0
3483,3,2,3,80,10,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,1
3484,3,2,3,80,16,4,1,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3485,3,2,3,80,16,2,24,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,1
3486,2,4,3,55,16,2,24,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,1,0,0
3487,2,4,3,55,16,1,24,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,1
3488,2,4,3,80,16,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3489,1,4,3,55,7,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,1,1,0,1,1
3490,1,4,3,55,7,2,24,1,26,5,0,5,170,4,1,2,2,2,1,1,1,1,0,1,1
3491,1,4,3,80,7,1,24,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,1
3492,1,4,3,80,7,3,1,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,1,0,1
3493,1,4,3,55,7,4,24,1,26,5,0,5,170,4,1,2,2,2,1,1,0,0,0,1,1
3494,1,4,3,55,7,5,1,1,26,5,0,5,170,4,1,2,2,2,1,1,1,0,0,1,0
3495,3,4,3,55,14,4,24,2,26,3,0,2,516,2,0,2,1,2,0,1,0,0,0,1,1
3496,3,3,3,80,10,5,1,2,26,3,0,2,516,2,0,2,1,2,0,1,0,0,0,1,1
3497,3,3,3,80,10,3,1,2,26,3,0,2,516,2,0,2,1,2,0,1,1,0,0,1,1
3498,3,3,3,80,14,5,1,2,26,3,0,2,516,2,0,2,1,2,0,1,1,0,0,1,1
